Date,Adj Close,Close,High,Low,Open,Volume
20-08-2019,35.29000092,35.29000092,36.06999969,34.38999939,34.47999954,10760700
21-08-2019,34.90999985,34.90999985,35.83000183,34.75,35.5,7923000
22-08-2019,34,34,34.90999985,33.52000046,34.79999924,8513300
23-08-2019,33.43000031,33.43000031,34.22999954,33.11999893,33.65000153,8160600
26-08-2019,33.31000137,33.31000137,33.83000183,33.06000137,33.66999817,5662500
27-08-2019,33.11000061,33.11000061,34.24000168,32.97999954,33.68999863,6574800
28-08-2019,32.59000015,32.59000015,33.04999924,32.25999832,32.56000137,6245500
29-08-2019,32.75999832,32.75999832,33.29999924,32.59999847,32.90000153,5772200
30-08-2019,32.56999969,32.56999969,33.13000107,32.04000092,33,6628700
03-09-2019,30.70000076,30.70000076,32.52999878,30.66500092,32.09999847,12154000
04-09-2019,31.98999977,31.98999977,32.36000061,30.85000038,30.90999985,10357600
05-09-2019,32.50999832,32.50999832,33.02999878,32.25,32.33000183,7933300
06-09-2019,31.86000061,31.86000061,32.74000168,31.40999985,32.70999908,7036000
09-09-2019,32.24000168,32.24000168,32.38999939,31.45999908,32.04999924,7448400
10-09-2019,33.50999832,33.50999832,33.74000168,31.64999962,32,10817100
11-09-2019,34,34,35.13999939,33.02000046,33.38000107,14715800
12-09-2019,34.06999969,34.06999969,34.48600006,33.33000183,34.13999939,7734800
13-09-2019,33.25,33.25,34.43500137,32.93999863,34.25,9428600
16-09-2019,34.43000031,34.43000031,34.79999924,33.47000122,33.59999847,7942600
17-09-2019,34.29000092,34.29000092,34.75,33.54999924,34.75,5561300
18-09-2019,34.25999832,34.25999832,34.88999939,33.75,34.34999847,6608300
19-09-2019,33.81999969,33.81999969,34.63999939,33.68000031,34.20000076,6869600
20-09-2019,32.59999847,32.59999847,34.21699905,32.5,33.97999954,11935400
23-09-2019,33,33,33.00999832,32.06000137,32.52000046,5513000
24-09-2019,31.29999924,31.29999924,33.14500046,31.01000023,33,10579900
25-09-2019,31.68000031,31.68000031,31.71999931,30.76000023,31.27000046,7875000
26-09-2019,31.56999969,31.56999969,32.13000107,31.12999916,31.71999931,6058700
27-09-2019,30.29000092,30.29000092,31.89999962,30.12999916,31.70999908,11846700
30-09-2019,30.46999931,30.46999931,30.73500061,30.17000008,30.39999962,4986600
01-10-2019,29.14999962,29.14999962,30.51000023,28.64999962,30.37000084,13380200
02-10-2019,29,29,29.54999924,28.30999947,28.67000008,8782400
03-10-2019,29.71999931,29.71999931,29.87999916,28.52000046,28.96999931,9412000
04-10-2019,29.67000008,29.67000008,30.18000031,28.89999962,29.89999962,8597700
07-10-2019,30.37000084,30.37000084,30.75,29.82999992,30.60000038,10083800
08-10-2019,29.28000069,29.28000069,30.14999962,29.17000008,30.01000023,7769100
09-10-2019,29.06999969,29.06999969,29.62000084,28.80999947,29.62000084,7112900
10-10-2019,28.87000084,28.87000084,29.28000069,28.57999992,29.20999908,7716300
11-10-2019,30.12999916,30.12999916,30.39999962,28.94000053,28.95000076,10216900
14-10-2019,31.12000084,31.12000084,31.54000092,29.81900024,30.21999931,7945400
15-10-2019,32,32,32.16999817,31.19499969,31.20000076,7843800
16-10-2019,31.87000084,31.87000084,32.38000107,31.43799973,31.79999924,7781600
17-10-2019,32.61999893,32.61999893,32.93000031,31.45000076,31.79999924,7200800
18-10-2019,32.06000137,32.06000137,32.65999985,31.27000046,32.54999924,7844500
21-10-2019,31.40999985,31.40999985,32.28300095,31.18499947,31.95000076,7203400
22-10-2019,32.52999878,32.52999878,33.88999939,30.21999931,31.40999985,19214800
23-10-2019,33.04999924,33.04999924,33.27000046,32.16999817,32.86999893,6709800
24-10-2019,33.27999878,33.27999878,33.41999817,32.50999832,33,6729300
25-10-2019,32.70999908,32.70999908,33.47999954,32.61000061,33.20000076,8077300
28-10-2019,33.22000122,33.22000122,33.35499954,32.5,32.90000153,7532800
29-10-2019,32.41999817,32.41999817,32.91999817,31.81500053,32.36999893,9319200
30-10-2019,33.75,33.75,33.79999924,32.11000061,32.50999832,10732700
31-10-2019,31.5,31.5,33.36000061,31.26000023,33.22999954,15912400
01-11-2019,31.37000084,31.37000084,31.70000076,30.74099922,31.45000076,10434300
04-11-2019,31.07999992,31.07999992,31.75,30.12000084,31.45000076,28787400
05-11-2019,28.02000046,28.02000046,29.29999924,27.96999931,29.12999916,51963500
06-11-2019,26.94000053,26.94000053,27.54999924,25.57999992,26.05999947,130965700
07-11-2019,27.37999916,27.37999916,27.42000008,26.45000076,26.79999924,65861400
08-11-2019,27.01000023,27.01000023,27.62000084,26.91500092,27.47999954,44923600
11-11-2019,27.13999939,27.13999939,27.20999908,26.22999954,27.03000069,41138100
12-11-2019,26.70000076,26.70000076,27.65999985,26.65999985,27.37999916,37095400
13-11-2019,26.70999908,26.70999908,26.81999969,26.13999939,26.46999931,32678300
14-11-2019,25.98999977,25.98999977,26.86000061,25.66500092,26.79999924,27893900
15-11-2019,26.79000092,26.79000092,26.79999924,25.95499992,26.18000031,41236200
18-11-2019,26.75,26.75,27,26.29999924,26.79999924,35916100
19-11-2019,27.04999924,27.04999924,27.21999931,26.61000061,26.77000046,31793500
20-11-2019,28.03000069,28.03000069,28.39999962,26.94499969,27.05999947,52746600
21-11-2019,29.45999908,29.45999908,29.60000038,28.5,28.67000008,54551400
22-11-2019,29.55999947,29.55999947,30.12999916,29.20999908,29.84000015,42302900
25-11-2019,29.11000061,29.11000061,29.60000038,28.37999916,28.69000053,36967500
26-11-2019,29.53000069,29.53000069,30.14999962,29.36000061,29.48999977,28746600
27-11-2019,29.48999977,29.48999977,29.59000015,28.87999916,29.42000008,22421400
29-11-2019,29.60000038,29.60000038,29.85000038,29.25,29.40999985,8115100
02-12-2019,28.97999954,28.97999954,29.52499962,28.70000076,29.31999969,16927100
03-12-2019,29.02000046,29.02000046,29.32999992,28.14999962,28.20000076,25252400
04-12-2019,29.05999947,29.05999947,29.20000076,28.70000076,29.10000038,22517600
05-12-2019,28.64999962,28.64999962,28.98999977,28.18000031,28.94000053,22504300
06-12-2019,27.86000061,27.86000061,28.92499924,27.79999924,28.39999962,32816100
09-12-2019,27.68000031,27.68000031,28.36000061,27.68000031,27.95999908,20977300
10-12-2019,27.88999939,27.88999939,27.99300003,27.60499954,27.72999954,23602700
11-12-2019,28.42000008,28.42000008,28.54500008,27.85000038,27.98999977,23281700
12-12-2019,28.69000053,28.69000053,28.75,28.19000053,28.29000092,23569900
13-12-2019,28.48999977,28.48999977,28.84000015,28.27000046,28.57999992,25431600
16-12-2019,30.04999924,30.04999924,30.12999916,29.10000038,29.11000061,57382500
17-12-2019,29.75,29.75,30.42000008,29.53000069,30.37000084,38250700
18-12-2019,30.12999916,30.12999916,30.13999939,29.34000015,29.62000084,35375100
19-12-2019,29.98999977,29.98999977,30.17000008,29.53000069,29.84000015,33799700
20-12-2019,30.45000076,30.45000076,31.03000069,29.85000038,30.10000038,95455100
23-12-2019,30.32999992,30.32999992,30.94000053,29.82999992,30.48999977,31209100
24-12-2019,30.44000053,30.44000053,30.84000015,30.11000061,30.32999992,12938600
26-12-2019,30.67000008,30.67000008,30.79000092,30.03000069,30.46999931,22200800
27-12-2019,30.17000008,30.17000008,31.05999947,30.17000008,30.79999924,18462200
30-12-2019,29.73999977,29.73999977,30.20000076,29.35000038,30.12999916,18805900
31-12-2019,29.73999977,29.73999977,29.95000076,28.89999962,29.11000061,16228400
02-01-2020,30.98999977,30.98999977,31,29.79000092,29.94000053,20578900
03-01-2020,31.37000084,31.37000084,31.43000031,30.47999954,30.62000084,18822700
06-01-2020,31.57999992,31.57999992,32.06000137,31,31.01000023,21204700
07-01-2020,32.81000137,32.81000137,32.84000015,31.36000061,31.79000092,30119600
08-01-2020,33.93000031,33.93000031,34.52000046,32.45999908,32.72999954,43944400
09-01-2020,33.97000122,33.97000122,34.47000122,33.22000122,34.45000076,29385500
10-01-2020,34.00999832,34.00999832,34.99000168,33.83499908,34.08000183,34266400
13-01-2020,34.13999939,34.13999939,34.34000015,33.54999924,34.29000092,16915800
14-01-2020,34.84000015,34.84000015,35.02000046,33.91999817,34.20000076,26019000
15-01-2020,35.00999832,35.00999832,35.14899826,34.50999832,34.90000153,20762200
16-01-2020,34.68000031,34.68000031,35.06000137,34.18000031,35.02999878,21947800
17-01-2020,35.13000107,35.13000107,35.25,34.65000153,34.97000122,17251200
21-01-2020,37.59999847,37.59999847,37.79999924,35.40999985,35.5,48746700
22-01-2020,37.04000092,37.04000092,37.93999863,36.91999817,37.93999863,29765200
23-01-2020,37.40000153,37.40000153,37.95000076,36.72499847,36.97000122,21366000
24-01-2020,36.79999924,36.79999924,37.66500092,36.25,37.5,21598000
27-01-2020,36.29999924,36.29999924,36.65000153,34.18999863,35.22999954,18818000
28-01-2020,37.00999832,37.00999832,37.33000183,36.04000092,37.13999939,28974000
29-01-2020,36.99000168,36.99000168,37.56499863,36.79999924,36.97999954,16863000
30-01-2020,36.68000031,36.68000031,37.13199997,35.95000076,36.81999969,22847000
31-01-2020,36.29000092,36.29000092,37.04000092,35.68999863,37,21553700
03-02-2020,37.59000015,37.59000015,37.63999939,36.52999878,36.75,23494600
04-02-2020,38.52999878,38.52999878,38.99000168,37.25999832,37.86999893,32425900
05-02-2020,36.81000137,36.81000137,38.97000122,36.73500061,38.88999939,38413300
06-02-2020,37.09000015,37.09000015,37.38999939,36.72999954,37.29999924,52699300
07-02-2020,40.63000107,40.63000107,41,38.86000061,39.97999954,112325800
10-02-2020,40.00999832,40.00999832,41.34000015,39.95999908,40.65000153,60840800
11-02-2020,41.27000046,41.27000046,41.46500015,40.04999924,40.25,33896000
12-02-2020,41.25,41.25,41.86000061,41.06499863,41.5,26444900
13-02-2020,40.09000015,40.09000015,41.54999924,40,40.93000031,23850900
14-02-2020,39.65999985,39.65999985,40.31000137,38.70000076,40.02000046,32014200
18-02-2020,40.18000031,40.18000031,40.27000046,39.45000076,39.49000168,22149300
19-02-2020,41.04999924,41.04999924,41.22999954,40.11500168,40.41999817,23287300
20-02-2020,40.91999817,40.91999817,41.18999863,39.84999847,41,25446400
21-02-2020,40.72000122,40.72000122,40.88999939,40.04999924,40.88999939,20595500
24-02-2020,38.31000137,38.31000137,39.13999939,37.75,38.20999908,37123200
25-02-2020,35.88999939,35.88999939,39.15000153,35.5,38.90000153,49281600
26-02-2020,34.45000076,34.45000076,36.16500092,33.88999939,35.52999878,44051400
27-02-2020,32.45000076,32.45000076,34.15999985,30.67000008,32.02999878,66557200
28-02-2020,33.86999893,33.86999893,34.29000092,31,31.80999947,52049300
02-03-2020,32.84999847,32.84999847,34.08000183,31.73999977,34.04999924,46662000
03-03-2020,33.04000092,33.04000092,34.18000031,31.89999962,34.02000046,35182400
04-03-2020,34.52999878,34.52999878,35.34000015,32.27999878,33.93000031,44738600
05-03-2020,32.20999908,32.20999908,33.56999969,31.96999931,33.47000122,32764500
06-03-2020,31.68000031,31.68000031,32.40999985,30.45000076,31.22999954,34808700
09-03-2020,28.17000008,28.17000008,30.31999969,28.14999962,28.5,37439200
10-03-2020,28.96999931,28.96999931,29.86000061,27,29.46999931,36308300
11-03-2020,26.23999977,26.23999977,28.13999939,25.61000061,27.90999985,43067800
12-03-2020,22.61000061,22.61000061,24.69000053,22.11000061,23.26000023,54042000
13-03-2020,22.60000038,22.60000038,24.80999947,21.12999916,24.01000023,53844400
16-03-2020,20.29000092,20.29000092,21.48999977,19.10000038,20.14999962,56914000
17-03-2020,18.90999985,18.90999985,20.30999947,18.01000023,20.18000031,60003900
18-03-2020,14.81999969,14.81999969,17.79999924,13.71000004,17.76000023,78286200
19-03-2020,20.48999977,20.48999977,21.26000023,15.69999981,15.96000004,83988700
20-03-2020,21.32999992,21.32999992,23.88999939,20.61000061,22.53000069,76529700
23-03-2020,22.39999962,22.39999962,22.72999954,19.72999954,21.06999969,47787100
24-03-2020,26.38999939,26.38999939,26.84000015,23.59000015,24.40999985,58505000
25-03-2020,26.19000053,26.19000053,28.45000076,25.30999947,26.18000031,52473900
26-03-2020,28.12000084,28.12000084,28.44000053,25.78000069,26.60000038,41336400
27-03-2020,27.28000069,27.28000069,28.03000069,25.06999969,25.81999969,40292200
30-03-2020,27.82999992,27.82999992,28.38999939,25.30999947,26.32999992,37725700
31-03-2020,27.92000008,27.92000008,28.25,26.92000008,27.75,43126400
01-04-2020,25.42000008,25.42000008,26.7670002,24.80999947,26.5,38538400
02-04-2020,23.68000031,23.68000031,25.20000076,23,25.01000023,35838200
03-04-2020,22.81999969,22.81999969,23.79000092,21.67000008,23.72999954,40572000
06-04-2020,25.98999977,25.98999977,26.09000015,23.93000031,24.12999916,34692600
07-04-2020,25.73999977,25.73999977,28.11000061,25.5,27.95000076,36433800
08-04-2020,26.94000053,26.94000053,27.87800026,25.79000092,26,36166900
09-04-2020,27.11000061,27.11000061,28.88999939,26.45999908,27.87999916,36190200
13-04-2020,27.98999977,27.98999977,28.07999992,26.46999931,27.04000092,24671600
14-04-2020,27.75,27.75,28.77000046,27.01300049,28,32625300
15-04-2020,27.40999985,27.40999985,27.79000092,26.44000053,26.81999969,18720900
16-04-2020,27.03000069,27.03000069,28.04999924,26.45999908,27.20999908,24088700
17-04-2020,28,28,28.79000092,27.26000023,28.69000053,34129800
20-04-2020,28.19000053,28.19000053,28.76000023,26.89999962,27.06999969,32224000
21-04-2020,27.19000053,27.19000053,28.14999962,26.60000038,27.5,20969100
22-04-2020,28.23999977,28.23999977,28.55999947,27.51000023,27.96999931,21199400
23-04-2020,28.32999992,28.32999992,29.25,28.24099922,28.75,26992400
24-04-2020,29.48999977,29.48999977,29.59000015,28.13999939,28.51000023,20634900
27-04-2020,30.07999992,30.07999992,30.48999977,29.4109993,29.73999977,31705800
28-04-2020,30.12000084,30.12000084,31.82999992,29.36000061,31,27383200
29-04-2020,31.37000084,31.37000084,32,30.32999992,31,28288100
30-04-2020,30.27000046,30.27000046,31.04999924,29.75,30.5,20095400
01-05-2020,28.38999939,28.38999939,29.71999931,28.32500076,29.12999916,19290200
04-05-2020,27.42000008,27.42000008,28.06999969,26.57999992,27.55999947,23428300
05-05-2020,28.06999969,28.06999969,28.9090004,27.44000053,28.25,30725400
06-05-2020,27.81999969,27.81999969,28.05999947,26.80999947,27.5,31076500
07-05-2020,30.93000031,30.93000031,31.64999962,29.57999992,29.60000038,62229500
08-05-2020,32.79000092,32.79000092,33.29999924,31.63999939,32.59000015,69458100
11-05-2020,31.63999939,31.63999939,32.38499832,31.40999985,31.97999954,26439200
12-05-2020,32.40000153,32.40000153,34.45000076,30.40999985,31.42000008,89586000
13-05-2020,33.02000046,33.02000046,33.06000137,30.82999992,32.29999924,47279500
14-05-2020,32.79000092,32.79000092,33.04000092,31.23999977,32.52999878,32912600
15-05-2020,32.47000122,32.47000122,32.88999939,31.59000015,32.25999832,25950000
18-05-2020,33.61999893,33.61999893,36,32.99000168,33.70000076,47534600
19-05-2020,33.40000153,33.40000153,34,32.86000061,33.68000031,20223600
20-05-2020,34.47999954,34.47999954,34.77000046,33.81999969,34.11999893,21386700
21-05-2020,34.25999832,34.25999832,35.00999832,33.47000122,34.45000076,24075300
22-05-2020,34.83000183,34.83000183,34.93000031,33.56999969,34.15000153,18675700
26-05-2020,34.56000137,34.56000137,36,34.5,35.97000122,23483200
27-05-2020,34.88000107,34.88000107,35,33.09999847,34.41999817,27514600
28-05-2020,34.15000153,34.15000153,35.09999847,33.81999969,34.90000153,21951900
29-05-2020,36.31999969,36.31999969,36.45000076,34,34.18000031,72393800
01-06-2020,35.81999969,35.81999969,36.38999939,35.15999985,35.63999939,21893800
02-06-2020,35.81000137,35.81000137,36.41999817,35.25999832,36.15999985,19328400
03-06-2020,36.75,36.75,37.36800003,36.13999939,36.20000076,23051800
04-06-2020,36.43000031,36.43000031,37.29999924,36.27999878,36.41999817,17423600
05-06-2020,37.20999908,37.20999908,38.78300095,36.91999817,37.52999878,30393400
08-06-2020,37.08000183,37.08000183,37.90000153,36.09000015,37.86999893,30099500
09-06-2020,36.59000015,36.59000015,37.33000183,36.25,36.70000076,15127300
10-06-2020,34.83000183,34.83000183,36.79999924,34.26499939,36.68999863,43473700
11-06-2020,31.10000038,31.10000038,33.24499893,30.88999939,32.63000107,45298700
12-06-2020,32.24000168,32.24000168,32.74000168,31.04000092,32.72999954,27685200
15-06-2020,32.66999817,32.66999817,32.68000031,31.02000046,31.15999985,21350300
16-06-2020,33.49000168,33.49000168,34.16999817,32.43000031,34,21377100
17-06-2020,33.29000092,33.29000092,33.59500122,33.01100159,33.5,14827700
18-06-2020,33.40000153,33.40000153,33.43999863,32.79999924,33,15495800
19-06-2020,32.29999924,32.29999924,34.02000046,32.27000046,33.97999954,29426300
22-06-2020,32.68000031,32.68000031,32.84999847,31.43000031,32.43000031,17790300
23-06-2020,33.04999924,33.04999924,33.20999908,32.59000015,32.88000107,13622100
24-06-2020,30.45999908,30.45999908,32.93000031,30.45499992,32.75,29477200
25-06-2020,30.57999992,30.57999992,30.85499954,29.55999947,30,19142800
26-06-2020,29.61000061,29.61000061,30.44000053,29.20999908,30.44000053,46482300
29-06-2020,29.62999916,29.62999916,29.75,28.38999939,29.51000023,20795400
30-06-2020,31.07999992,31.07999992,31.25,30.12999916,30.82999992,21282800
01-07-2020,30.43000031,30.43000031,31.26499939,30.16200066,30.95999908,13611500
02-07-2020,30.68000031,30.68000031,31.56999969,30.51000023,31.02000046,14981100
06-07-2020,32.52000046,32.52000046,33.20000076,31.76000023,33.09999847,42392200
07-07-2020,32.81999969,32.81999969,33.56000137,32.38999939,32.45999908,34874700
08-07-2020,33.93000031,33.93000031,33.97000122,32.68000031,33.20999908,24602400
09-07-2020,33.15000153,33.15000153,34.45999908,32.25999832,34.24000168,25061800
10-07-2020,33.13999939,33.13999939,33.54999924,32.65000153,33.13999939,13586300
13-07-2020,31.71999931,31.71999931,33.59999847,31.65999985,33.20999908,19604800
14-07-2020,30.93000031,30.93000031,31.37999916,30.47999954,31.35000038,21781800
15-07-2020,32.81000137,32.81000137,32.97000122,31.68000031,32.09999847,20976500
16-07-2020,32.34999847,32.34999847,32.59000015,31.54999924,32.04999924,11090800
17-07-2020,32.54999924,32.54999924,32.81600189,31.85000038,32.58000183,13658700
20-07-2020,33.65999985,33.65999985,33.92499924,32.34999847,32.47999954,16213600
21-07-2020,32.54999924,32.54999924,34.22999954,32.52999878,34.15999985,16725100
22-07-2020,32.65999985,32.65999985,32.88000107,32.33000183,32.43999863,12128400
23-07-2020,32.16999817,32.16999817,33.02000046,31.9829998,32.33000183,12749800
24-07-2020,31.18000031,31.18000031,31.79999924,30.46999931,31.73999977,16896100
27-07-2020,30.98999977,30.98999977,31.60000038,30.75,31.20999908,10182300
28-07-2020,30.80999947,30.80999947,31.23999977,30.35000038,30.79000092,12977100
29-07-2020,31.02000046,31.02000046,31.26000023,30.77000046,30.92000008,8215900
30-07-2020,30.23999977,30.23999977,30.68000031,29.96999931,30.64999962,13062900
31-07-2020,30.26000023,30.26000023,30.42000008,29.78499985,30.39999962,16346800
03-08-2020,31.19000053,31.19000053,31.29500008,30.05999947,30.23999977,17078900
04-08-2020,32.68000031,32.68000031,32.84500122,31.17000008,31.17000008,21958100
05-08-2020,33.20000076,33.20000076,33.31999969,32.5,33.09999847,16987800
06-08-2020,34.70999908,34.70999908,34.79499817,33.20999908,33.27000046,38601500
07-08-2020,32.90000153,32.90000153,33.70000076,32.45000076,33.09000015,39071200
10-08-2020,32.27000046,32.27000046,33.18000031,31.51000023,33.04000092,21347600
11-08-2020,31.20999908,31.20999908,32.20999908,30.64999962,31.65999985,31569900
12-08-2020,30.84000015,30.84000015,32.22000122,30.69000053,31.45999908,23375900
13-08-2020,30.45999908,30.45999908,31.32999992,30.31999969,30.52000046,21976800
14-08-2020,29.98999977,29.98999977,30.48999977,29.81500053,30.39999962,17631600
17-08-2020,29.47999954,29.47999954,30.12000084,29.13999939,30.04999924,18544700
18-08-2020,30.07999992,30.07999992,30.45999908,29.40999985,29.5,29398200
19-08-2020,29.42000008,29.42000008,30.34900093,29.38999939,30.14999962,14050300
20-08-2020,31.40999985,31.40999985,31.70000076,28.47999954,29.12999916,56663300
21-08-2020,30.82999992,30.82999992,31.81999969,30.7140007,31.38999939,20217000
24-08-2020,31.04000092,31.04000092,31.29999924,30.37000084,30.96999931,17406200
25-08-2020,31.19000053,31.19000053,31.19000053,30.60000038,31.04000092,10056800
26-08-2020,32.29999924,32.29999924,32.70999908,30.95000076,31.01000023,20599800
27-08-2020,32.79999924,32.79999924,33.06999969,32.27000046,32.40000153,21306500
28-08-2020,33.79999924,33.79999924,33.93999863,32.81999969,33,17825600
31-08-2020,33.63000107,33.63000107,33.91999817,33.13999939,33.61999893,14980600
01-09-2020,34.29999924,34.29999924,34.50999832,33.14500046,33.45000076,16013900
02-09-2020,34.36999893,34.36999893,34.50500107,33.29000092,34.20999908,16552700
03-09-2020,33.40999985,33.40999985,34.74000168,32.95000076,34.08000183,17288800
04-09-2020,33.24000168,33.24000168,33.65000153,31.54999924,33.33000183,17480600
08-09-2020,34.31999969,34.31999969,35.09999847,32.15999985,32.36000061,33683500
09-09-2020,35.00999832,35.00999832,35.5,34.11000061,34.11000061,22803500
10-09-2020,35.97999954,35.97999954,36.77999878,35.18999863,35.20000076,35468300
11-09-2020,36.97999954,36.97999954,37.14500046,36.25400162,36.29999924,27130900
14-09-2020,37.95000076,37.95000076,38,37.08000183,37.09999847,28016000
15-09-2020,37.47000122,37.47000122,38.47999954,37.27000046,37.95000076,23532600
16-09-2020,37.65999985,37.65999985,38.52000046,37.38999939,37.38999939,21787100
17-09-2020,37.06000137,37.06000137,37.44499969,36.13999939,36.68000031,23534800
18-09-2020,37.11999893,37.11999893,37.56499863,36.38999939,37.15000153,68428600
21-09-2020,36.49000168,36.49000168,36.58000183,35.11999893,35.86000061,19100800
22-09-2020,34.40000153,34.40000153,36.54999924,34.09999847,36.52999878,28242800
23-09-2020,33.54999924,33.54999924,34.80500031,33.40000153,34.45000076,15796900
24-09-2020,33.34999847,33.34999847,34,32.88999939,33.65999985,16404100
25-09-2020,34.45999908,34.45999908,34.5,33.20000076,33.20000076,10736300
28-09-2020,35.56000137,35.56000137,36.625,35.25999832,35.79999924,22878400
